S5A,STA1W,WCA1ME,1-8C,S6,S39
1.45,1.07,0.16,0.46,0.36,1.34
0.46,0.16,0.75,0.12,0.22,0.07
0.09,0.34,0.16,0.83,0.68,1.22
0.59,0.71,0.96,0.71,0.68,0.76
0.73,1.07,1.08,0.87,1.35,1.1
0.46,0.68,0.31,0.39,0.69,0.15
1.22,0.62,0.39,0.19,0.98,0.17
0.23,0.02,0,0.01,0,0
0.01,0,0,0,0,0
0.01,0.01,0.44,0,0,0
0.01,0,0.06,0,0,0.02
0,0,0,0,0,0
0.05,0.08,2.28,1.36,0.98,0.04
0.3,0.55,0.69,0.2,0.28,1.44
0.01,0,0,0.15,0.01,0
0,0,0.53,0.01,0,0
0,0,0,0,0.01,0
0.03,0.12,1.03,0.13,0.08,0.21
1.18,0.01,0.01,0.01,0.01,0
0.29,0.36,0,0.01,0.04,0.06
0,0.01,0,0,0.07,0.03
0.24,0.07,0,0,0.1,0
0.16,0.1,0.69,0.68,0.07,1.03
1.35,1.82,1.71,0.29,0.35,0.18
0,0.2,0.01,0.05,0.23,0
0,0,0,0,0,0
0,0,0.02,0,0.56,0
0,0,0,0,0.17,0.63
1.44,0.02,0,0.4,0.07,0
0.34,0.46,0.02,0.05,0.06,0.03
0,0,0,0,0,0
0,0,0,0.06,0,0.76
0.29,0.02,0,0,0.03,0
0,0,0.09,0.12,0,1.85
0,0,0.08,0.04,0,0.58
0,0,0,0,0.01,0
0,0,0,0.03,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0.01,0.03,0,0,0
0,0,0.05,0,0.64,0
0.46,0.55,0.17,0.25,0,0.16
0.01,0.01,0.01,0,0.01,0.01
0.04,0,0,0,0,0
0.05,0.45,0,0.07,0.04,0
0.29,0.43,0,0.01,0.1,0
0.01,0,0,0,0,0
0,1.27,0,0,0,0
0,0,0.46,0,0.01,0.4
0,0,0,0,0,0
1.6,0.55,0,0.46,1.48,1.75
0,0,0.01,0.01,0,0.01
0.58,0.22,0.16,0.75,0.02,0.09
0,0,0.04,0.05,0.26,0.35
0.41,0.19,0.02,0.03,0.4,0.02
0.01,0.1,0.03,0,0,0
0,0,0,0,0.06,0
0.4,0.03,0.66,0.04,0.56,0
0.48,0.25,0.87,0.09,1.68,0.01
0.01,0.03,0.19,0.96,0,0.52
0.01,0,0.52,0.56,0.02,0.73
0.14,0,0,0.01,0.05,0.06
0,0.02,1.19,0.38,0.01,0
0.64,0.43,0.05,0.13,0.16,0.26
0.12,0.18,0.02,2.34,0.04,0.9
0.04,0,0.4,0,0.78,0
0,0,0.95,0.55,0,0
2.47,1.82,0.35,1.51,0.47,0.6
0.01,0,0,0.01,0.01,0
0.09,0.08,0.71,0.55,2.02,3.61
0.1,0.17,0.17,0.08,0.28,0.26
2.41,1.18,0.01,0,0,0.08
0.58,0.01,0.01,0,1.66,0
0.68,0.09,0,0,0.05,0
0.01,0.02,0.68,0.19,0.02,0.01
0.11,0.21,0.04,0.06,1.9,0.15
0.01,0.02,0.56,0.05,0.35,0.67
0.84,0.02,0,0,0.01,0.48
0.03,0.08,0.03,0.04,0.1,0.02
0.22,0.6,0.27,0.72,0.07,0.08
0.01,0.31,0.38,0.39,0.18,0.4
0,0,0,0,0,0
0,0,0,0,0.02,0
0,0,0,0,0.01,0
0,0,0,0,0,0.05
0,0,0.08,0.51,0,1.51
0,0,0,0,0,0.13
0,0.11,0,0.08,0,0.02
0,0,0,0,0,0.02
0.02,0.18,0.13,0.25,0.02,1.01
0.29,0.55,0.11,0.21,0.07,0.01
0,0.45,0.01,0.11,0.05,1.74
0.16,0.6,0,0.02,0,0
0.17,0.18,0.03,0,0.55,0.29
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0.01,0,0,0,0
0,0,0,0,0,0
0,0,0.36,0,0,0
0.01,0,0.01,0,0,0
0,0,0,0,0,0
0.03,0.12,0.09,0,0,0
0,0.01,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.02
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.02,0,0,0.24
0,0,0,0.01,0,0
0,0,0,0,0,0.06
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0.03,0.4,0.05,0
0.01,0,0.02,0.01,0.01,0
0.2,0.15,0.05,0.22,0.14,0.34
0.01,0.01,0.13,0.01,0.01,0.02
0.25,0.82,0,0,2.11,0.08
0.12,0.13,0.01,0,0.01,0
0.01,0.01,0,0,0,0
0.02,0,0,0.18,0,0
0,0,0,0,0,0
0,0,0.03,0,0.01,0
0,0,0,0.06,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0,0.01,0.05,0.05,0,0.02
0.4,0.31,0.06,1.11,0,0.02
0,0,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0.09
0.04,0.03,0.06,0.06,0,0.02
0,0.01,0,0,0,0
0.22,0.28,0.38,0.11,0.55,0.06
0.03,0.02,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0.02,0,0
0,0,0,0,0,0
0,0,0,0,0,0.01
0.04,0.01,0,0,0.01,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0.01,0,0.01,0
0.74,0.75,0.78,1.04,0.78,1.01
0,0.01,0,0.01,0,0
0,0,0.01,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.03,0.01,0.06
0,0,0,0.02,0.04,0
0.19,0.02,0.03,0.08,0.3,0
0.53,0.38,0.19,0.22,0.22,0.8
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0.01,0.01,0
0,0.01,0.01,0,0.01,0.01
0,0,0,0,0,0
0.68,1.65,2.47,2.35,1.72,1.72
0.06,0.07,0.04,0.2,0.01,0.01
0,0,0,0.01,0.01,0
0.17,0.16,0.5,0.93,0.24,0.53
0.01,0.03,0,0.01,0,0
1.67,0.19,3.65,3.13,1.47,4.36
0.56,0.84,0.6,1.16,1.02,0.69
0.01,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0.09,0.2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.02,0,0
0.18,0.3,0.33,0.26,0.32,0.31
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.25,0.27,0.37,0.39,0.34,0.34
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0.21,0,0
0,0,0,0,0.01,0
0.49,0.53,0.97,0.54,0.74,0.58
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0.01,0,0,0,0,0
0.14,0.05,0,0,0,0
0,0,0,0,0,0.01
0.01,0,0,0,0,0
0.14,0.16,0.02,0.09,0.06,0.29
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.63,0.67,0.56,0.74,0.74,0.8
0.07,0.14,0.22,0.29,0.28,0.04
0,0,0,0,0.01,0
0,0,0,0,0.01,0.01
0.22,0.29,0.01,0,0.04,0.02
0,0,0.01,0,0.01,0.01
0,0,0,0.01,0,0
0,0,0,0,0,0
0.15,0.26,0.19,0.2,0.2,0.01
0.01,0,0,0,0,0.01
0,0.01,0,0,0,0
0.45,0.61,0.79,0.61,0.77,0.68
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0.02
0.01,0.02,0.1,0.09,0.08,0.14
0,0,0,0.01,0,0
0.91,0.87,1.84,2.08,0.58,0.3
0,0,0,0,0,0
0.01,0,0,0,0,0
0.2,0.23,0.35,0.35,0.35,0.22
0,0.01,0.01,0.01,0.01,0
0.01,0,0,0,0.01,0
0.17,0.18,0.16,0.2,0.14,0.17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
1.67,0.99,0,0,0.02,0
4.13,4.37,2.54,2.16,2.45,1.45
0,0.01,0,0.01,0.02,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.07,0.08,0.1,0.09,0.11,0.05
0.01,0,0.01,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.44,0.4,0.95,1.23,0.66,0.17
0.09,0.1,0.17,0.29,0.2,0.25
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0.1,0.03,0.13,0.22
0,0,0,0,0.01,0
0.01,0,0.03,0,0.03,0
1.01,1.19,0.87,1.16,0.79,1.32
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0,0
0.01,0,0,0,0.01,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.01,0,0,0.01,0
0,0.01,0,0,0,0
0,0,0,0,0,0
0.09,0.11,0.27,0.2,0.57,0.06
0.68,2.16,0.91,2.02,0.8,0.75
0,0,0.03,0.01,0.02,0.01
0,0,0.13,0.1,0.09,0.01
0,0,0,0,0,0
0.52,0.25,0.14,0.22,0.2,0.11
0.02,0.03,0.08,0.09,0.05,0.11
0.45,0.6,0.43,0.58,0.6,0.83
0.04,0.06,0.15,0.18,0.17,0.29
0.62,1.4,0.54,0.67,0.54,1.16
0.01,0,0,0.01,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.23,0,0
1.38,1.58,2.04,1.97,2.29,2.55
0,0,0,0,0.01,0
0.01,0.01,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.36,0.71,0.97,0.51,1.04,0.12
0.24,0.48,1.18,0.15,0.43,0.58
0.01,0,0,0,0.11,0.01
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.08,0,0.03,0.03,0.06
1.12,0.87,0.45,1.39,0.57,0.07
0.02,0.01,0.01,0.01,0.01,0.01
1.77,1.81,0.79,0.12,1.87,0.67
0,0.01,0.01,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0.38,0.23,0.02,0.9
0,0,0,0,0,0
0,0,0,0,0,0
0,0.25,1.38,0.04,3.11,0.08
0.64,0.73,0.01,0.06,0.64,0.01
0,0.03,0,0.01,0.01,0
0.46,0.29,0,0.47,0.12,0
0.49,0.57,2.68,2.6,0.03,0.02
0.11,0.22,0.73,0.24,1.1,0.12
0.85,0.7,1.29,0.11,1.31,0.24
0.05,0.04,0.1,0.51,0.02,0.01
0.03,0.01,0,0.01,0,0
0.49,0.37,0,0.33,0,0.22
0,0.03,0.01,0.03,0.03,0.02
0,0.01,0.01,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.07,0.32,0
0.9,0.79,0.42,0.01,0.05,0.29
0,0.01,0,0.5,0,0
0.01,0,0,0,0,0
0,0.1,0,0,0,0
0.71,1.65,0.18,0,0.22,0.25
1.3,0.84,1.01,0.02,1.51,0.67
0.17,0.02,0.11,1.04,0,0
0.44,0.04,0.1,0,0.37,0.04
0,0,0.04,0.17,0,0.01
0.03,0.01,0,0.01,0,0
0.04,0.16,0,0,0,0
0.01,0.01,0,0,0,0.03
0,0,0,0.02,0,0.09
0,0,0,0,0,0.03
0,0,0,0.02,0,0.04
0,0,0,0,0,0.02
0,0,0,0,0,0
0.14,0,0.26,0,0.36,0.05
0,0.02,0,0,0.06,0
0.28,0.36,0.93,0.96,2.08,0.5
0.43,1.48,1.53,0.4,0.68,0.17
0.56,0.59,2.03,0.74,1.64,0.67
0.12,0.12,0.1,0.12,0.54,0.28
0.01,0,0.01,0,0.01,0.01
0.05,0.15,0,0,0.02,0.01
0,0,0.11,0.01,0.18,0.01
0,0,0,0,0,0
0,0,0.04,0.25,0.01,0
0,0,0.01,0.01,0,0
0,0,0,0,0,0
0.21,0,0.01,0.2,0,0.05
0.89,0.84,1.35,0.13,2.12,0.21
0.03,0.01,0.25,0.16,0.15,1.79
0.15,0.3,0.27,0.35,0.11,0.41
0,0,0,0.01,0,0
0.18,0.1,0.38,0.2,0,0.28
0.08,0.06,0.17,0.12,0.27,0.06
0,0.01,0,0,0.01,0.04
0,0,0,0,0,0
0,0,0,0,0,0
0.48,0.57,0.63,0.39,0.72,0.92
0,0,0,0,0,0
0.01,0.16,0.28,0.11,0.09,0.58
0.01,0,0.01,0,0.01,0
0,0.11,0,0,0.43,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.28,0,0.03,0.41,0.17
0,0.02,0,0.01,0.6,0
0.01,0,0,0.07,0.01,0
0.47,0.08,1.1,0.01,0.74,0.04
0.06,0.72,1.05,0.03,0.68,0.13
0.18,0.06,1.68,0.14,0.72,1.23
0.01,0.19,0,0.01,0.21,0.01
0.3,0,2.85,0.74,0.19,0.25
0.01,0,0,0.01,0.02,0.01
1.18,0.58,0.71,0.91,0.78,1.35
0.01,0.11,0.1,0.01,0.02,0.1
0.25,1.52,0.58,0.28,1,1.26
0,0.01,0.01,0.01,0.02,0.01
0,0,0,0,0.01,0
0,0,0.05,0.56,0,0.04
0,0,0.01,0.01,0,0.39
0.04,0.03,0.06,0,0,0
0.68,0.53,0.7,0.52,0.11,0.02
0.01,0.1,0.1,0.01,0.12,0
0,0,0,0,0.01,0
0.46,1.3,0,0,0,0
0.02,0.11,0,0.05,0.01,0
1.07,1.12,0.04,0.26,0.35,0.08
0.73,0.69,0,0.01,0.01,0
0.01,0.01,0,0.01,0,0.08
0,0.01,0.14,0.18,0.01,0.15
0.28,0.21,0.69,0.74,1.01,0.1
0.06,0.03,0.02,0.01,0.03,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0.85,1.16,3.09,3.9,1.87,1.79
0.09,0.04,0.06,0.14,0.05,1.43
0.01,0.01,0.04,0.03,0.03,0.01
0.04,0,0.07,0,0,0.03
0,0,0,0,0.01,0
1.03,1.11,0.02,0.67,0.03,0.56
0,0,0,0,0,0.02
1.48,0.55,0.05,0.36,0.2,0.41
0.22,0.09,0.11,0.29,0.46,0.12
0.31,0.3,0.2,0.14,1.74,0.37
0.03,0.1,0.36,0.13,0.12,0.26
0.42,0.49,0,0,0.35,0.02
0.02,0,0.54,0.33,0.01,0.06
0,0,0.08,0.01,0.4,0.07
0.14,0.53,0,0.01,0.74,0
0,0.01,0,0,0.01,0.04
0.02,0,0.39,1.8,0.29,0.37
0,0,0.04,0.06,0.08,0
0.91,0.2,0,0.01,0,0
0.01,0.12,0,0,0,0
0,0.16,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0.06,0.04,0.02,0.12,0.07,0.34
0,0.02,0.01,0.01,0,0.2
0.43,0.5,0.51,0.21,0.55,0.45
0.07,0.22,0.04,0.09,0.3,0.21
0,0,0,0,0,0.01
0,0,0,0,0.01,0
0.04,0,0,0,0,0.16
0.24,0.25,0.39,0.52,1.32,0.97
1.2,1.98,1.37,2.3,0.85,1.22
0.02,0.06,0.24,0.26,0,0.01
0,0,0.01,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.21,0.59,0,0.02,0.18,0
0,0,0.02,0,0,0
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.08,0.3,0.02,0.03,0.06
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0.01,0.04
0.03,0.11,0.49,0.15,0.22,0.24
0.01,0.01,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02,0.01,0,0.21,0.03,0.22
0,0.12,0.14,0.74,0.24,0.27
0,0,0,0.01,0.01,0
0,0,0,0,0.01,0
0.12,1.45,1.26,0.04,1.34,2.09
0,0,0,0,0,0
0.06,0.11,0.1,0.2,0.14,0.31
0.29,0.26,0.76,0.37,0.43,0.02
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0,0,0.05,0.01,0.06,0.06
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0.01,0.05,0.03,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.03,0,0.02,0.04,0.04,0.13
0,0,0,0,0,0
0,0,0.01,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.04,0.07,0.01,0.09,0,0
0,0,0.01,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.26,0.21,0.15,0.18,0.15,0.18
0,0.01,0.01,0.01,0.01,0
0,0,0,0.01,0.01,0
0,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0.01,0,0,0,0
0.44,0.52,0.6,0.35,0.39,0.44
0,0.01,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0.01,0
0.08,0.08,0.23,0.15,0.32,0.1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.3,0.23,0.7,0.51,0.38,0.14
0,0,0,0,0,0
0,0,0,0.01,0.01,0
0.01,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.12,0.15,0.2,0.19,0.18,0.3
0.32,0.02,0.01,0.02,0.01,0.01
0.04,0.02,0,0,0.01,0
0.01,0,0.01,0.01,0.01,0.42
0.03,0.02,0.01,0.16,0.01,0.01
0,0,0.01,0,0,0
0,0,0.01,0.01,0,0
0.01,0,0,0,0,0
0.48,0.63,0.62,0.56,0.51,0.63
0.02,0.03,0.09,0.04,0.02,0.03
0.01,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0.01,0,0.01,0
0.01,0,0,0.01,0.01,0
0,0,0.01,0,0.01,0
0.01,0,0,0.01,0,0.01
0,0,0,0,0.01,0.01
0.01,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.27,0.09,0.02,0.02,0.12,0
0.12,0.19,0.11,0.08,0.1,0
0.15,0.16,0.17,0.19,0.22,0.16
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.04,0,0,0,0,0
0,0.03,0.02,0.05,0.01,0.01
0.01,0,0,0,0,0
0,0,0,0,0.01,0
0,0,0.01,0.01,0,0
0,0,0,0,0.01,0
0.02,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.01,0
0.01,0,0,0,0.01,0
0,0.03,0.09,0.02,0.14,0.17
0,0,0,0,0.01,0
0.01,0,0,0.01,0,0
0,0,0,0.01,0,0
0.22,0.16,0.03,0.16,0.46,0.23
0,0,0.09,0.05,0,0.1
0,0.01,0,0,0.01,0
0,0,0,0.1,0,0
0,0,0,0.02,0,0.01
0.21,0.19,0.3,0.06,0.21,0.07
0,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0.01
0,0,0.02,0,0,0
0,0,0,0,0,0
0.01,0,0,0,0,0
0,0,0,0.01,0,0
0,0,0,0,0.01,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0.72,0,1.75,0.75,2.18,2
0.04,0.16,1.89,0.31,1.56,0.35
0.01,0,0,0.01,0.01,0
0,0,0,0,0,0
0.03,0,0.14,0.04,0.11,0.03
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.22,0.31,0.12,0.23,0.12,0.14
0.01,0,0,0,0,0.01
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.58,0,0,0.15
0,0,0,0.2,0,0.01
0.1,0,0,0.6,0.01,0.15
0.09,0.04,0.01,0.02,0,0.52
0.02,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.17,0,0.4,0.5,0.6,0.06
0.03,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.11,0
0,0,0.27,0.26,0.58,0.03
0,0,0,0,0,0.02
0.01,0.79,0.04,0.04,0.03,0
0.02,0.05,0,0.01,0,0.1
0,0,0,0,0,0
0,0,0,0,0,0
0.38,0.15,0.07,0.12,0,0.61
0.07,0.03,0.07,0.04,0.14,0.02
0,0,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.35,2.56,0.18,0.37,0.77,1.23
0.16,0.14,0.52,0.13,0.79,0.02
0,0,0,0,0,0
0.15,0,0,0.01,0,0
0,0,0,0,0,0
0,0,0,0,0.04,0
0,0,0,0,0.01,0
0,0.2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.08,0.22,0,0.01,1.22,0.09
0.26,0.11,0.03,0.01,0.26,0
0.03,0,0.01,0,0.01,0.05
0.04,0,0,0.17,0,0.01
0.02,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.05,0.03,0,0,0,0
0,0.1,0,0.02,0,0
0,0,0,0.02,0,0
0,0,0,0.01,0,0
0.04,0.06,0.33,0.15,0.07,0.2
0.34,0.56,0.88,0.11,0.14,0.13
0.6,1.01,1.24,0.48,0.01,0.01
0.01,0.11,0.03,0.01,0.12,0
0,0,0,0,0,0
0,0.07,0,0,0,0
0,0,0,0,0,0
0,0.28,2.11,0.61,0.96,0.67
0.24,0.02,0.99,0.17,0.28,0.01
0,0.02,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0.47,0.32,1.17,1.17,1.02,0.4
0.25,1.56,0.42,0.49,0.74,1.06
0.17,0.2,1.6,0.86,0.4,0.53
0,0,0,0.01,0,0.01
0.25,0.51,0.35,0.42,0.4,0.03
0.68,0,0.04,1.01,0,0.22
0,0,0.58,0.1,0.02,0.18
0.31,0.61,1.36,0.63,0.25,0.61
0.24,0.05,0.01,0,0.13,0.01
0,0.07,0.03,0.11,0.11,0.01
0.11,0.01,0.03,0.43,0.02,0.16
0,0,0,0,0,0
0.06,0.18,0.23,0.12,0.22,0.01
0.18,0.03,0.09,0.15,0.01,0.17
1.22,1.47,2,0.62,0.93,0.15
0,0,0.01,0.09,0,0.04
0.01,0.8,0,0.78,0,0
0.77,0.5,0,0,0.55,0.25
0.05,0.22,3.62,0.27,0.32,0.66
0.01,0.01,0,0.01,0.16,0.01
0,0,0.13,2.13,0.08,0.74
0.07,0.97,0,0.01,0.12,0.01
0.21,0,0,0.29,0.01,0
0,0,0.08,0.06,0.09,0.64
0.76,0.05,0.19,0,0.14,1.39
0,0,0,0,0,0
0,0,0,0,0.05,0
0,0,0.16,0.24,0.07,0
0.1,0.15,1.02,0.24,0.22,0.05
0.01,0.03,0,0.01,0.01,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.05,0
0,0,0,0,0,0
0.02,0,0,0,0.06,0
0,0,0,0,0,0
0,0,0,0.01,0,0.01
0,0,0,0,0,0
0.07,0,0.21,2.38,0.04,0.83
0.01,0,0.01,0.06,0.01,0.59
0,0,0,0.02,0,0.01
0.06,0.53,0,0,0.12,0.11
0,0,0,0,0,0.01
0,0.3,0.01,0,0.01,0
0.16,0.05,0.18,0.2,0.42,0.55
0,0.01,0.17,0.33,0.01,0.42
0.19,0.36,0.11,0.05,0.14,0.18
0.5,0.27,0.02,0.01,0.05,0.01
0,0.08,0,0.67,0,0.54
0,0,0.46,0.97,0.06,0.65
0.94,1.28,0.45,0.48,0.71,2.2
0.01,0,0.42,0.1,0,0
0.07,0.03,0.02,0.04,0.05,0.32
0,0,0,0,0,0.01
2.1,2.26,0.68,0.08,0.32,0.01
0.61,0.04,0.97,0.15,0.35,0.05
0.35,0.01,0.01,0.27,0.02,0.07
0.07,1.08,0,0.01,0.47,0.01
0.02,0.02,0.12,0.3,0,0.03
0,0,1.13,0,1.73,0.04
0,0,0.63,0,0,1.21
0,0,0,0.03,0.01,0
0.11,0.14,0.25,0.4,0.14,0.71
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.01,0.02,0,0.07
0,0,0,0,0.01,0.01
0.05,0.04,0.41,0.22,0.11,0.33
0.39,0.36,0.76,0.41,0.56,0.88
0.15,0.14,0.1,0.14,0.19,0.1
0,0.01,0,0,0.54,0
0.03,1,0.02,0.06,1.64,0
1.42,0.17,0,0,0.01,0
0.01,0,0.13,0.19,0.04,0.2
0.46,0.56,1.05,0.84,0.07,0.09
0.2,0.46,0.6,0.41,0.73,0.36
0.18,0.42,0.22,0.35,0.09,0.06
0.01,0.11,0.27,0.44,0.29,0.05
0.19,0.14,0.01,0.48,0.18,1.89
0,0.03,0,0.01,0.03,0.01
0.01,0,0.32,0.11,0.69,1.26
0,0,0.03,0.41,0.02,0
0,0,0.01,0.01,0,0
0,0,0,0,0.01,0
0,0,0,0,0,0
0,0.04,0,0.04,0.16,0.1
0.51,0.05,0.03,0,0.02,0.05
0.04,0.04,0,0.49,0.01,0.09
0.03,0,0.06,0,0,0.01
0,0,0.02,0.02,0,0.24
0.5,0.08,0.68,0.02,0.19,1.07
0.03,0.05,0.56,0.01,0,2.33
0,0.04,0.28,0.38,0.03,0.06
